,low_mean,low_std,low_log_energy,low_variance,low_skewness,low_entropy,low_dynamic_range,mid_mean,mid_std,mid_log_energy,mid_variance,mid_skewness,mid_entropy,mid_dynamic_range,high_mean,high_std,high_log_energy,high_variance,high_skewness,high_entropy,high_dynamic_range,low_freq_dominance,high_freq_dominance,hf_lf_ratio,label
0,3.397636988429934,0.863773082999885,18.771307577779005,0.7461039389151262,0.7509770245682176,5.909782877399991,2.859900289631287,2.0811240642101456,0.7519381554420671,13.92152300400704,0.5654109896096182,-0.5092735397594962,8.553362032654968,2.5294042889212474,1.4707154464928847,0.7195729365534426,12.82599640395658,0.5177852110201447,-0.8561953397201596,8.854162806970598,2.2936385492740383,0.989659883396942,0.0025910162108349526,0.0026180875412888933,1
1,3.397258428226992,1.031198906407808,18.16163595669277,1.0633711845766591,0.5908793873128038,6.029696679325937,3.3031429139557016,1.6615402235584498,0.8321435514269507,13.330458687768242,0.6924628901814581,-0.4939383530709375,8.491030848964632,2.6868935587118594,0.6892441470197016,0.7718197620571962,11.626053888933962,0.5957057451020269,-0.3694029700680138,8.765437323590708,2.4973639821243014,0.9906600483621242,0.001437333080064424,0.0014508842689687467,0
2,3.623132204936719,0.950748994060687,18.352057154765312,0.9039236497074082,0.2136458331091765,6.221116306115212,3.1886161151288124,2.218315761459279,0.7636705429734668,14.237125242874525,0.5831926982053897,-0.4221116904988544,8.542331339458402,2.5342567449716658,1.4981952641076035,0.7138928783915053,12.87920807175582,0.5096430418181086,-0.7097277997656222,8.852830603022111,2.327183655680668,0.9798865516054557,0.004114789663682106,0.00419925108364881,1
3,3.3764641168031693,0.8955503298603686,18.26777684567928,0.8020103933130152,0.7015890619085495,6.078248037758331,2.980516308434805,1.7439043720649356,0.7659688399979359,13.174855395710955,0.5867082638477835,-0.8099204179647045,8.574891662782353,2.485581899772054,1.1188156736333403,0.6672232976865564,11.956401926522146,0.44518692897572304,-1.0316773280559184,8.894164784007735,2.0906144035134795,0.9921072007815858,0.001801205652440767,0.0018155353081015543,0
4,3.1366405716870682,1.0347812005954427,18.786480536241058,1.0707721331057458,0.5246873678983298,5.693573707972944,3.3675620717899246,1.6034429512924802,0.7588208184973563,12.914091569907423,0.5758090345849977,-0.7192392493267195,8.568003873181928,2.484669396239668,0.8885305970764907,0.661596835163659,11.482854945798653,0.43771037229856974,-0.938699085315785,8.896565469094007,2.1219790745290092,0.99652290078811,0.0006707535682956415,0.0006730939828529474,0
5,3.39866872403105,1.0135622228921604,18.012080271629262,1.0273083796740972,0.45776270349267373,6.1190082248971915,3.430900402029664,1.5356782202588748,0.8450585797000247,13.074529352842593,0.7141240031246231,-0.44850876564361736,8.488991614132,2.780621801127572,0.6463501776944945,0.737156377162344,11.43446110330427,0.5433995243911119,-0.3912577119120369,8.788217083228709,2.3621271860799427,0.991509407976603,0.0013793457164429685,0.001391157466935016,0
6,3.3790413160113517,0.8559000129569978,18.22936320962471,0.732564832179789,0.42496360743039807,6.135082114826451,2.7534390112293035,1.8426908755791076,0.7558429707262961,13.3890947895709,0.5712985963963525,-0.637438529784589,8.567851151133588,2.48617194599238,1.1181413296921079,0.679547287925627,12.013513783153885,0.461784516527075,-0.8320136930385116,8.87980636448144,2.2186286168471905,0.9901946462247182,0.001977932504828663,0.0019975188841606646,0
7,3.13974110071961,0.9899560639264633,17.818324267434317,0.9800130085047758,0.6724666874610807,5.988654938972808,3.094684948988329,1.3647012764333222,0.7748978696112805,12.5104577380957,0.6004667083281011,-0.5141680694617069,8.54734025473509,2.4931529735298907,0.46326702275790926,0.6982907724384992,10.748981636080163,0.48761000287275597,-0.78906476596822,8.867622533213044,2.285905280579999,0.9942302100320933,0.0008458833171465719,0.0008507922095017281,0
8,3.286337191109644,1.0388425011717843,18.154351517305624,1.0791937422408486,0.5282752744274062,5.996153519252615,3.51876723089972,1.7746112879087925,0.7141817429226449,13.202027991530167,0.5100555619240269,-0.5397788535246892,8.579937291518247,2.3115377139392406,1.2707324535620053,0.6606775955751517,12.224705248199825,0.4364948852949637,-1.0403609440838,8.902933232825738,2.092633472878397,0.9903672993294372,0.002633805121022292,0.002659422542329095,1
9,3.0479002087949385,0.9436454137236582,17.67341761997708,0.8904666668416941,0.26370743436949695,6.073812279788482,3.042385911180765,1.3201854267099573,0.7812295298212675,12.417571865511968,0.6103195782647586,-0.6644210728784661,8.550282164329607,2.5490753707708103,0.5412548438410417,0.7013361065001723,10.899945076813186,0.49187233428082106,-0.8016558846584022,8.869020153157377,2.243655666105136,0.9936795538100908,0.0011364873471133054,0.0011437161434545403,0
10,3.273214767755871,0.9763031492845116,17.292016164125304,0.9531678393028553,0.1997820801179617,6.248721695535814,3.1376265381561836,1.7070080485817167,0.7660574939560342,13.146065114304715,0.5868440840461993,-0.6694100747587345,8.560659522748972,2.4912454705051843,0.9227881466755788,0.6781436030596654,11.615705533720401,0.459878746370745,-0.8847907315813197,8.882970585973068,2.1652193948463494,0.9811091833883457,0.0033614523278531487,0.0034261755824607425,0
11,3.305238240750224,0.8918124800815811,18.409829202458898,0.7953294996292605,0.3544568063661068,6.000451140558329,2.9683058365738137,1.701515051340511,0.7550401401202781,13.10162926283872,0.5700856131928492,-0.6451250436950077,8.569302933615809,2.4759965196906872,0.8923568831638683,0.6810056115029843,11.5151946981831,0.4637686428985536,-1.0098642378223774,8.891268779512794,2.163078063942503,0.9940713211391815,0.0010072002494913516,0.0010132072297761542,0
12,3.6103692406976706,0.972769025306643,18.573801049733706,0.9462795765960363,0.43440284725601447,6.14890525807677,3.2791021003232736,1.8529993266362503,0.7924809810554377,13.537061547416588,0.628026105334589,-0.5236584233303003,8.534695332164649,2.559042395974627,0.9561442902427967,0.7153747176328337,11.818930860513694,0.5117609866282565,-0.7969199035384519,8.849497714886706,2.279318477915674,0.9923981493090588,0.001156333470257643,0.001165191078865596,0
13,3.2879957613825415,1.0083698149690157,17.538811653821913,1.016809683740647,0.1740766541515402,6.196057568335201,3.205909023844108,1.4997808524853629,0.814469407476724,12.965900020792182,0.6633604157154859,-0.419810170660944,8.501930823335746,2.676098294164505,0.5900519793201487,0.7291175578078827,11.191532691393734,0.5316124131037311,-0.687704419398893,8.825161687819097,2.276189624177315,0.9880648176873106,0.0017306020229409644,0.001751506573214149,0
14,3.2988884022538247,1.0082594404367424,18.05237065099796,1.0165870992298132,0.20916513449949253,6.11916059115663,3.375870796242734,1.699470463912752,0.7690898486355523,13.244721521458162,0.5914991952742568,-0.4702724109150794,8.532842320879581,2.547591772743779,0.9129722186972945,0.7073686891503086,11.722380004598971,0.500370462390226,-0.7713422271958721,8.851967249228707,2.2813437595114636,0.9901489220037294,0.0017644953197581013,0.0017820504376123085,0
15,3.135017680767747,1.0647256358278934,17.91015091695669,1.1336406795891119,0.5394710394723597,5.930796666659009,3.4644538514375336,1.3768367489067783,0.8426817730808867,13.051988308358103,0.7101125706827469,-0.13118257952540255,8.416598549266363,2.7673333055727514,0.5351714235500242,0.7390219531115688,11.437641135871347,0.5461534471808378,-0.5086652773093677,8.754943282241953,2.2777672652305565,0.9907757980136954,0.0015310878403438433,0.0015453423906936,0
16,3.126487264598761,1.0959215864628087,18.36570837455638,1.2010441236751592,0.4226742997853634,5.810854073328702,3.6041457680694817,1.5298997301048451,0.7665374613833272,13.104646701301492,0.5875796797039959,-0.3133659406208757,8.491731803959496,2.4420493484999057,0.9507829054983931,0.711884890977158,11.933504444519071,0.5067800980015601,-0.8185515674851591,8.832612597925834,2.24632845900688,0.9932472171487421,0.0015980364596588027,0.0016089010188683887,0
17,3.1116303471699345,1.0073141324787374,18.598822930352167,1.0146817614913914,0.26455728274997603,5.760157721738257,3.284705812891475,1.5176741762454002,0.7871735629506044,12.807528168855722,0.6196422182083491,-0.6141969924660223,8.551041753978279,2.5651947394890806,0.83427019807207,0.6796478585104493,11.448317415895497,0.4619212115778397,-0.944500584564874,8.880624482685299,2.1862078423278155,0.9961761848844101,0.000781467763054621,0.0007844674214384051,0
18,3.8035195266158657,1.0110678790195873,18.391837843564456,1.022258255985167,0.43705967397266543,6.244939441451747,3.2843817259156873,2.0157254812851213,0.7898947924340931,13.976264790872587,0.623933783114499,-0.30515327734858766,8.506127770034693,2.641762245742528,1.130905451837141,0.693659043965687,12.235816213711937,0.4811628692753909,-0.6862503907346535,8.840346047406562,2.1812736236253145,0.9859907489930592,0.0020909642899970453,0.0021206733350515082,0
